""
epoch,train_loss,train_acc,test_loss,test_acc
1,3.9370145143606723,0.09570000320672989,3.5004558043602185,0.16099999845027924
2,3.326615392856109,0.19200000166893005,3.0692948683714256,0.2475000023841858
3,2.7925819879923113,0.2921000123023987,2.497914678011185,0.3506999909877777
4,2.397819016224299,0.37404000759124756,2.343845226825812,0.3921000063419342
5,2.139092247914045,0.4303399920463562,2.089192887147268,0.4404999911785126
6,1.9366638513711782,0.4778999984264374,1.985241908293504,0.46129998564720154
7,1.8462634251667902,0.5055000185966492,1.9400889659539247,0.4812999963760376
8,1.7017309179672828,0.5400800108909607,2.046055553815304,0.4625999927520752
9,1.6729354299031771,0.547540009021759,2.048733882414989,0.4578000009059906
10,1.6158363782442533,0.5631800293922424,1.780271562246176,0.5250999927520752
11,1.551861050648567,0.5788000226020813,1.7135348717371623,0.5411999821662903
12,1.498464804276442,0.5922399759292603,1.802415526830233,0.5256999731063843
13,1.5043600050302652,0.593940019607544,1.7006854506639333,0.5480999946594238
14,1.4298631886641184,0.6116999983787537,1.6497633701715715,0.5504000186920166
15,1.3923150175657029,0.6181399822235107,1.7545854158890553,0.5410000085830688
16,1.3759690462014613,0.6226599812507629,1.6765884757041931,0.5552999973297119
17,1.3689890056084364,0.6275200247764587,1.6561606984872084,0.555899977684021
18,1.3636068767462022,0.6278200149536133,1.609131360665346,0.565500020980835
19,1.311412588908122,0.6378399729728699,1.6929192130382245,0.5519999861717224
20,1.3369769415794275,0.6362000107765198,1.6858674501761413,0.5557000041007996
21,1.3131431153187385,0.6442000269889832,1.782246497961191,0.5432999730110168
22,1.250594388674467,0.6514999866485596,1.5715340146651635,0.5792999863624573
23,1.2731537313033372,0.6545000076293945,1.6423749572191484,0.5562999844551086
24,1.255884355153793,0.6528000235557556,1.5885784381475203,0.582099974155426
25,1.2758246817649939,0.6544600129127502,2.0978948947710867,0.48809999227523804
26,1.2503350065304684,0.6588199734687805,1.6889739143542755,0.5586000084877014
27,1.2643792140178192,0.6550400257110596,1.5632311533658931,0.5774000287055969
28,1.2246950621788317,0.6668400168418884,1.6862784838065124,0.5625
29,1.2422041587340527,0.6592599749565125,1.7518325065955138,0.5526999831199646
30,1.2395390567107079,0.66211998462677,1.7193351984024048,0.5601000189781189
31,1.210069615412981,0.6634399890899658,1.6582020322481792,0.5630999803543091
32,1.2521707281088217,0.6618800163269043,1.5569978814858656,0.5855000019073486
33,1.2121969962731385,0.6695600152015686,1.4492501799876873,0.6061999797821045
34,1.2375842953339602,0.663320004940033,1.575897685992412,0.5806999802589417
35,1.2027448206375806,0.6747199892997742,1.497341180459047,0.6025999784469604
36,1.1651907758835034,0.6779999732971191,1.622235302741711,0.5752999782562256
37,1.2738597258543356,0.6602200269699097,1.4891109756934338,0.6004999876022339
38,1.155887866173035,0.6822999715805054,1.8536508694673195,0.5407999753952026
39,1.2387029484296457,0.667140007019043,1.7645555841617095,0.5473999977111816
40,1.2078952462245256,0.6664400100708008,1.4502805410287318,0.6089000105857849
41,0.761612338744677,0.7959399819374084,0.9788530774605579,0.7301999926567078
42,0.6590589710535147,0.8226600289344788,1.0018609586434486,0.7192999720573425
